pmid,first_affiliation_short,country,region
39164787,"Department of Urology, West China Hospital, Sichuan University, Chengdu, 610041, China.",China,East Asia
41061736,"Department of Radiation Oncology, University Medical Center Groningen, Groningen, The Netherlands.",Netherlands,Western Europe
37156168,"School of Nursing and Midwifery, Deakin University, Geelong, Victoria 3220, Australia. Electronic address: s.jahandideh@deakin.edu.au.",Australia,Latin America / Oceania
34151976,"Harvard Medical School, Boston, Massachusetts, USA.",USA,North America
41153019,"Department of Hematology, Faculty of Medicine, King Abdulaziz University, Jeddah, Saudi Arabia.",Saudi Arabia,Middle East / North Africa
37501114,"Department of Business Management, National United University, No.1, Miaoli, 360301, Lienda, Taiwan, Republic of China.",Taiwan,East Asia
38647684,"Department of Otolaryngology and Head and Neck Surgery, Sheba Medical Center, Ramat Gan, Israel. idit.tessler@gmail.com.",Israel,Middle East / North Africa
39167435,"Department of International Health, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD, United States.",USA,North America
35751697,"Department of Artificial Intelligence Diagnostic Radiology, Osaka University Graduate School of Medicine, 2-2, Yamadaoka, Suita, Osaka, 565-0871, Japan.",Japan,East Asia
35325881,"Institute for Biomedical Technologies, National Research Council (ITB-CNR), Segrate (MI), Italy.",Italy,Western Europe
34557979,"HUS Medical Imaging Center, Radiology, University of Helsinki and Helsinki University Hospital, P.O. Box 340 (Haartmaninkatu 4), FI-00290, Helsinki, Finland. tuomas.j.vainio@helsinki.fi.",Finland,Western Europe
39392869,"Orygen Digital, 35 Poplar Rd, Parkville, Melbourne, 3052, Australia, 61 3 9966 9383.",Australia,Latin America / Oceania
41037050,"Center for Individualized Medicine, College of Medicine and Science, Mayo Clinic, Rochester, MN; Division of Gastroenterology and Hepatology, College of Medicine and Science, Mayo Clinic, Rochester, M",USA,North America
38642921,"Institute of History and Ethics in Medicine, Department of Preclinical Medicine, TUM School of Medicine and Health, Technical University of Munich, Munich, Bavaria, Germany stuart.mclennan@tum.de.",Germany,Western Europe
39529938,"School of Pharmacy and Pharmaceutical Sciences, Binghamton University, Binghamton, New York, USA.",USA,North America
34343990,"Public Health and Medical Sciences Graduate Programs, School of Medicine, University of Fortaleza, Fortaleza, Brazil.",Brazil,Latin America / Oceania
34020752,"Insitute for Computing and Information Sciences, Radboud University, Nijmegen, The Netherlands. Electronic address: zbabar@cs.ru.nl.",Netherlands,Western Europe
40555983,"Medical Surgical Nursing, Faculty of nursing, Beni-Suef University, Beni Suef, Egypt. nafesa011124@nursing.bsu.edu.eg.",Egypt,Middle East / North Africa
40300776,"Section of Health Law, Department of Ethics, Law & Humanities, F-wing Faculty of Medicine Van der Boechorststraat 7, 1081HVAmsterdam The Netherlands.",Netherlands,Western Europe
39435137,"Department of Ophthalmology, Byers Eye Institute, Stanford University, Palo Alto, California.",USA,North America
40622427,"Department of Pharmacy, Panzhihua Central Hospital, Panzhihua, 617067, Sichuan, China.",China,East Asia
41598430,"Department of Rheumatology, University Hospital of Amiens, 80054 Amiens, France.",France,Western Europe
33748840,"Aortic Institute at Yale-New Haven Hospital, Yale University School of Medicine, New Haven, CT, USA.",USA,North America
39232341,"School of Biological and Chemical Sciences and School of Psychology, Centre for Neuroimaging, Cognition and Genomics (NICOG), University of Galway, Ireland.",Ireland,Western Europe
35190650,"Applied AI and Data Science, The Mærsk Mc-Kinney Møller Institute, University of Southern Denmark, Odense, Denmark. vbv@mmmi.sdu.dk.",Denmark,Western Europe
41278429,"Department of Clinical Medicine, Medical and Cancer Research Institute, Sudan.",Sudan,Middle East / North Africa
41381251,"Department of Urology, St. Josef Medical Center, University of Regensburg, Regensburg, Germany. Electronic address: erinderknecht@csj.de.",Germany,Western Europe
32729810,"From the Department of Radiology, Nuclear Medicine and Anatomy, Radboud University Medical Center, P.O. Box 9101, 6500 HB Nijmegen, the Netherlands (N.L., C.I.S., L.H.B., M.B., E.C., W.M.v.E., P.K.G.,",Netherlands,Western Europe
39773696,"Economics and Management School, Wuhan University, Wuhan, China.",China,East Asia
40760115,"Chair of Health Economics, Policy and Management, School of Medicine, University of St.Gallen, St.Gallen, Switzerland. jonas.subelack@unisg.ch.",Switzerland,Western Europe
34809864,"Department of Radiology and Imaging Sciences, Clinical Center, National Institutes of Health, 9000 Rockville Pike, Building 10, Room 1C455, Bethesda, MD 20892, USA; University of Queensland Faculty of",USA,North America
37794249,"Department of Radiology, LMU University Hospital, LMU Munich, Munich, Germany. katharina.jeblick@med.uni-muenchen.de.",Germany,Western Europe
41618251,"Department of Anesthesiology and Pain Medicine, Hubei Key Laboratory of Geriatric Anesthesia and Perioperative Brain Health, and Wuhan Clinical Research Center of Geriatric Anesthesia, Tongji Hospital",China,East Asia
40488729,"Department of Plastic Surgery, Armed Forces Capital Hospital, Bundang-gu, Seongnam-City, Gyeonggi-do, and Department of Anatomy, College of Medicine, Ewha Womans University, Seoul, Republic of Korea.",South Korea,East Asia
37217426,"Department of Anesthesia and Intensive Care Medicine, Glenfield Hospital, University Hospitals of Leicester NHS Trust, Leicester, United Kingdom; Department of Respiratory Sciences, College of Life Sc",United Kingdom,Western Europe
40833328,"Hamilton Glaucoma Center and Division of Ophthalmology Informatics and Data Science, Shiley Eye Institute, The Viterbi Family Department of Ophthalmology, UC San Diego, La Jolla, CA, USA.",USA,North America
40557918,,,Unknown
40863670,"Città di Lecce Hospital, Gruppo Villa Maria, 73100 Lecce, Italy.",Italy,Western Europe
39689760,"Department of Pathology, University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania; Computational Pathology and AI Center of Excellence (CPACE), University of Pittsburgh School of Medicine, Pi",USA,North America
38421690,"Children's Hospital of Atlanta, Atlanta, GA, United States.",USA,North America
39890480,"Betsi Cadwaladr University Health Board, Radiology Department, Penrhosgarnedd Road, Bangor, Gwynedd, LL57 2PW, UK. Electronic address: Jenna.R.Allsup@wales.nhs.uk.",United Kingdom,Western Europe
40901593,"Department of Ophthalmology, Government Medical College and Hospital, Sector 32, Chandigarh 160047, India.",India,South/Southeast Asia
39408030,"Department of Orthopaedic Surgery, Kyung-in Regional Military Manpower Administration, Suwon 16440, Republic of Korea.",South Korea,East Asia
37065505,"F1000, London, UK.",United Kingdom,Western Europe
32804846,"Department of Gastroenterology, The Second Xiangya Hospital.",,Unknown
41966942,"Department of Sport Science, German University of Health & Sport (DHGS), Ismaning, Germany; Department of Sport Science, University of Innsbruck, Innsbruck, Austria. Electronic address: moha.motevalli",Germany,Western Europe
41625752,"Department of Hepatopancreatobiliary Surgery, The First People's Hospital of Zunyi (The Third Affiliated Hospital of Zunyi Medical University), Zunyi, Guizhou, China.",China,East Asia
36343512,"Australian Centre for Health Engagement, Evidence and Values, School of Health and Society, University of Wollongong, NSW, Australia. Electronic address: yaquino@uow.edu.au.",Australia,Latin America / Oceania
40337273,"The Second Affiliated Hospital of Nanjing Medical University, Nanjing, Jiangsu, China.",China,East Asia
41386116,"Department of Radiology, Tri-Service General Hospital and National Defense Medical University, 325, Section 2, Cheng-Gong Rd., NeiHu, Taipei 114, Taiwan.",Taiwan,East Asia
41348460,"CEDAR, Cardiff and Vale University Health Board, Cardiff, United Kingdom.",United Kingdom,Western Europe
41644780,"Department of Urology, Sichuan Provincial People's Hospital, School of Medicine, University of Electronic Science and Technology of China, Chengdu, China.",China,East Asia
40981526,"Department of Computer Science, Loyola University Chicago, Chicago, IL 60626, United States.",USA,North America
37468046,"Clinical and Experimental Sciences and NIHR Southampton Biomedical Research Centre, University Hospital Southampton, Tremona Road, SO166YD Southampton, United Kingdom. Electronic address: at1u17@soton",United Kingdom,Western Europe
41277386,"US Food and Drug Administration, Silver Spring, MD, USA.",USA,North America
40158909,"School of Engineering, Pontificia Universidad Javeriana, Bogotá, Colombia.",Colombia,Latin America / Oceania
36780638,,,Unknown
41424120,"Faculty of Engineering, Department of Computing, Imperial College London, London, UK.",United Kingdom,Western Europe
39025234,"Section of Cardiovascular Medicine, Department of Internal Medicine, Yale School of Medicine, New Haven, CT, USA. Electronic address: evangelos.oikonomou@yale.edu.",USA,North America
41055620,"Department of Orthodontics, Faculty of Dentistry, İstanbul University-Cerrahpaşa, İstanbul, Turkey. Electronic address: sirin.hatipoglu@iuc.edu.tr.",Turkey,Middle East / North Africa
38534493,"Faculty of Information Technology, Beijing University of Technology, Beijing 100124, China.",China,East Asia
40873655,"Department of Ophthalmology, The Affiliated Panyu Central Hospital, Guangzhou Medical University, Guangzhou, People's Republic of China.",China,East Asia
36706908,"Department of Internal Medicine, Division of Pulmonary, Critical Care and Sleep Medicine, University of Kentucky, Lexington, KY. Electronic address: sskram01@uky.edu.",USA,North America
41161072,"Shulan (Hangzhou) Hospital, Shulan International Medical College, Zhejiang Shuren University, Hangzhou, PR China; Zhejiang Shuren University, Hangzhou, PR China. Electronic address: 289155169@qq.com.",China,East Asia
41913782,"Business School, University of Shanghai for Science and Technology, Shanghai, China.",China,East Asia
41650306,"About the Authors Stacey Hobbick, DNP, MSN-Ed, AMB-BC, MEDSURG-BC, CNE, is an assistant professor of clinical nursing, Oregon Health & Science University, Portland, Oregon.",USA,North America
41405973,"Division of Digital Psychiatry, Beth Israel Deaconess Medical Center, Harvard Medical School, 20 Overland St, Suite 202, Boston, MA, 02215, United States, 1 6176676700.",USA,North America
37340408,"Ethox Centre, Nuffield Department of Population Health, University of Oxford, Old Road Campus, Headington, Oxford, OX3 7LF, UK.",United Kingdom,Western Europe
38032062,"Department of Pathology, National University Hospital, Singapore, Singapore.",Singapore,East Asia
37141938,"Department of Cardiology, Keio University School of Medicine, Tokyo, Japan.",Japan,East Asia
41911479,"Nursing and Midwifery Research Department, Hamad Medical Corporation, Doha, Qatar.",Qatar,Middle East / North Africa
40189745,"Department of Dermatology, Venereology and Allergology, Faculty of Medicine, Medical University of Gdansk, Gdansk, Poland.",Poland,Eastern Europe
37191072,"Colleges of Public Health and Medicine, University of South Florida, Tampa, FL, USA.",USA,North America
39419864,"Center for Medical Image Science and Visualization (CMIV), Linköping University, Linköping, Sweden. lilian.henriksson@regionostergotland.se.",Sweden,Western Europe
37615881,"Regulatory Affairs, Johannes Tanne Consulting, Waldstraße 73A, Königs Wusterhausen, 15711, Brandenburg, Germany. tannejohannes@gmail.com.",Germany,Western Europe
41489584,"Friends of Cancer Research, Washington, District of Columbia.",USA,North America
37266886,"Division of Intelligent Medical Systems, DKFZ, Heidelberg, Germany. t.tran@dkfz-heidelberg.de.",Germany,Western Europe
35167976,"Department of Computer Engineering, Jamia Millia Islamia, New Delhi, India. Electronic address: kaur.ishleen20@gmail.com.",India,South/Southeast Asia
39459547,"Faculty of Medicine and Surgery, University of Enna ""Kore"", 94100 Enna, Italy.",Italy,Western Europe
41807817,"Glasgow Lab for Data Science & AI, Public Health, School of Health and Wellbeing, University of Glasgow, Glasgow, UK. clarisse.devries@glasgow.ac.uk.",United Kingdom,Western Europe
