pmid,pub_year,stance,theme(s),mechanism,specialty,region
41060040,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
41060417,2026,Alarm,regulation|ethics_bias|safety_clinical,none_or_unclear|discriminative,Radiology / Diagnostic Imaging,Western Europe
41060487,2025,Cautious Optimism,,,Ophthalmology,East Asia
41061249,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
41061312,2025,Cautious Optimism,,,Dentistry,Western Europe
41061736,2025,Neutral,,,Oncology,Western Europe
41061787,2026,Caution,regulation|safety_clinical,none_or_unclear|unclear,Radiology / Diagnostic Imaging,North America
41061916,2025,Cautious Optimism,,,Dentistry,Western Europe
41061943,2026,Cautious Optimism,,,Medical Informatics / Digital Health,North America
41062044,2025,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
41062527,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
41063105,2025,Cautious Optimism,,,Dentistry,Middle East / North Africa
41063142,2025,Alarm,hallucination|safety_clinical,misclassification|generative,Dentistry,Middle East / North Africa
41063191,2025,Alarm,hallucination|safety_clinical,misclassification|generative,Dentistry,Middle East / North Africa
41064034,2025,Cautious Optimism,,,Oncology,East Asia
41064043,2025,Cautious Optimism,,,Surgery,North America
41064784,2025,Cautious Optimism,,,Pediatrics,South/Southeast Asia
41064862,2026,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
41065200,2026,Cautious Optimism,,,Pediatrics,South/Southeast Asia
41065282,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
41065886,2025,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
41066170,2025,Caution,ethics_bias|existential|regulation,none_or_unclear|unclear,Medical Informatics / Digital Health,East Asia
41066206,2025,Cautious Optimism,,,Pathology / Laboratory Medicine,East Asia
41066278,2026,Cautious Optimism,,,Medical Informatics / Digital Health,Unknown
41066364,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
41066686,2025,Caution,cognitive|existential,none_or_unclear|generative,Medical Education,Latin America / Oceania
41066829,2025,Caution,safety_clinical|hallucination,misclassification|discriminative,Radiology / Diagnostic Imaging,Western Europe
41066968,2026,Cautious Optimism,,,Dentistry,Western Europe
41067756,2025,Cautious Optimism,,,Medical Education,Middle East / North Africa
41067911,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
41067972,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
41068027,2025,Cautious Optimism,,,Cardiology,Western Europe
41068092,2025,Alarm,safety_clinical|hallucination|regulation,misclassification|generative,Medical Informatics / Digital Health,North America
41068228,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Middle East / North Africa
41068242,2025,Cautious Optimism,,,Obstetrics / Gynecology,Middle East / North Africa
41068696,2025,Cautious Optimism,,,Medical Education,Middle East / North Africa
41068714,2025,Cautious Optimism,,,Pediatrics,Middle East / North Africa
41068732,2025,Cautious Optimism,,,Dentistry,Middle East / North Africa
41068976,2025,Cautious Optimism,,,Nursing,Middle East / North Africa
41069218,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
41069814,2025,Caution,hallucination|regulation|ethics_bias,confabulation|generative,Medical Informatics / Digital Health,Western Europe
41069931,2025,Caution,hallucination|safety_clinical,misclassification|generative,Internal Medicine / Primary Care,Latin America / Oceania
41070078,2025,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
41070110,2025,Caution,education|ethics_bias|data_privacy,none_or_unclear|generative,Medical Education,Middle East / North Africa
41070592,2026,Cautious Optimism,,,Dentistry,East Asia
41070713,2025,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
41071049,2025,Cautious Optimism,,,Mental Health / Psychiatry,North America
41071285,2025,Neutral,,,Surgery,Western Europe
41071404,2025,Caution,existential|ethics_bias,none_or_unclear|generative,Mental Health / Psychiatry,North America
41071423,2025,Cautious Optimism,,,Cardiology,East Asia
41071450,2026,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
41071452,2025,Caution,safety_clinical|hallucination,misclassification|generative,Mental Health / Psychiatry,North America
41071597,2025,Caution,existential|safety_clinical,none_or_unclear|generative,Mental Health / Psychiatry,Western Europe
41071988,2025,Caution,hallucination|safety_clinical,none_or_unclear|generative,Medical Informatics / Digital Health,North America
41072011,2025,Cautious Optimism,,,Mental Health / Psychiatry,Latin America / Oceania
41072128,2026,Caution,cognitive|regulation,none_or_unclear|discriminative,Medical Informatics / Digital Health,Western Europe
41072180,2025,Cautious Optimism,,,Mental Health / Psychiatry,East Asia
41072438,2025,Advocacy,,,Surgery,Western Europe
41072884,2025,Cautious Optimism,,,Pathology / Laboratory Medicine,Western Europe
41072898,2025,Cautious Optimism,,,Dentistry,Western Europe
41073094,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
41073603,2025,Caution,hallucination|safety_clinical,confabulation|generative,Medical Informatics / Digital Health,East Asia
41073627,2025,Caution,data_privacy,none_or_unclear|both,Mental Health / Psychiatry,Western Europe
41073794,2026,Cautious Optimism,,,Oncology,Western Europe
41073962,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Middle East / North Africa
41073971,2025,Caution,hallucination|safety_clinical,misclassification|generative,Dentistry,Middle East / North Africa
41074655,2026,Caution,ethics_bias|existential,none_or_unclear|unclear,Oncology,North America
41074935,2025,Cautious Optimism,,,Pediatrics,Middle East / North Africa
41075423,2026,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
41075424,2026,Cautious Optimism,,,Oncology,Middle East / North Africa
41076040,2025,Cautious Optimism,,,Internal Medicine / Primary Care,Western Europe
41076417,2026,Cautious Optimism,,,Surgery,Latin America / Oceania
41076450,2025,Cautious Optimism,,,Pediatrics,Middle East / North Africa
41077324,2026,Caution,safety_clinical|hallucination|regulation,none_or_unclear|discriminative,Medical Informatics / Digital Health,Western Europe
41077951,2025,Cautious Optimism,,,Oncology,Middle East / North Africa
41078017,2025,Caution,hallucination|safety_clinical,both|generative,Radiology / Diagnostic Imaging,East Asia
41078251,2025,Neutral,,,Dentistry,North America
41078570,2025,Caution,ethics_bias|regulation|safety_clinical,none_or_unclear|both,Internal Medicine / Primary Care,North America
41079391,2025,Neutral,,,Dermatology,North America
41079555,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
41080775,2025,Caution,ethics_bias|safety_clinical,none_or_unclear|generative,Mental Health / Psychiatry,Middle East / North Africa
41081011,2025,Caution,hallucination|safety_clinical,misclassification|generative,Medical Informatics / Digital Health,Western Europe
41081240,2025,Caution,hallucination|safety_clinical,misclassification|both,Radiology / Diagnostic Imaging,East Asia
41081347,2025,Caution,replacement|safety_clinical,none_or_unclear|unclear,Internal Medicine / Primary Care,Western Europe
41081991,2026,Cautious Optimism,,,Pathology / Laboratory Medicine,Western Europe
41082087,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
41082366,2025,Caution,regulation|safety_clinical|ethics_bias,none_or_unclear|unclear,Medical Informatics / Digital Health,North America
41082920,2026,Cautious Optimism,,,Internal Medicine / Primary Care,Western Europe
41083204,2025,Cautious Optimism,,,Emergency Medicine / Critical Care,Latin America / Oceania
41083840,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
41083869,2025,Caution,hallucination|safety_clinical,misclassification|generative,Radiology / Diagnostic Imaging,Western Europe
41083982,2025,Cautious Optimism,,,Emergency Medicine / Critical Care,Western Europe
41084310,2025,Cautious Optimism,,,Mental Health / Psychiatry,North America
41084603,2025,Cautious Optimism,,,Nursing,East Asia
41085335,2026,Alarm,hallucination|safety_clinical,misclassification|discriminative,Neurology / Neuroscience,North America
41085337,2025,Cautious Optimism,,,Cardiology,North America
41085353,2025,Alarm,hallucination|safety_clinical,misclassification|generative,Ophthalmology,North America
41085611,2025,Caution,hallucination|safety_clinical,misclassification|generative,Surgery,North America
41085758,2025,Cautious Optimism,,,Oncology,Middle East / North Africa
41085912,2025,Cautious Optimism,,,Surgery,Latin America / Oceania
41086458,2025,Cautious Optimism,,,Mental Health / Psychiatry,North America
41086641,2026,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
41086879,2025,Cautious Optimism,,,Surgery,Latin America / Oceania
41087263,2026,Cautious Optimism,,,Dentistry,East Asia
41088200,2025,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
41088452,2025,Cautious Optimism,,,Surgery,East Asia
41088571,2025,Cautious Optimism,,,Oncology,East Asia
41089270,2025,Cautious Optimism,,,Oncology,Eastern Europe
41089291,2025,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
41089861,2025,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
41089865,2025,Cautious Optimism,,,Mental Health / Psychiatry,East Asia
41091021,2026,Cautious Optimism,,,Internal Medicine / Primary Care,Western Europe
41091156,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,Middle East / North Africa
41091188,2026,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
41091229,2025,Caution,hallucination|safety_clinical,misclassification|generative,Oncology,Western Europe
41091584,2025,Cautious Optimism,,,Emergency Medicine / Critical Care,Middle East / North Africa
41091603,2025,Alarm,hallucination|safety_clinical,both|generative,Medical Informatics / Digital Health,Unknown
41091661,2025,Caution,safety_clinical|hallucination,misclassification|discriminative,Dentistry,Western Europe
41092182,2025,Caution,hallucination,misclassification|both,Dentistry,Middle East / North Africa
41092407,2025,Cautious Optimism,,,Medical Education,East Asia
41092421,2025,Cautious Optimism,,,Medical Education,Middle East / North Africa
41092581,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
41092592,2026,Caution,ethics_bias|regulation,none_or_unclear|unclear,Medical Informatics / Digital Health,Western Europe
41092593,2026,Neutral,,,Medical Informatics / Digital Health,Western Europe
41092641,2025,Cautious Optimism,,,Nursing,East Asia
41092753,2025,Cautious Optimism,,,Oncology,Latin America / Oceania
41092791,2026,Neutral,,,Dermatology,Middle East / North Africa
41092863,2025,Caution,education|safety_clinical|regulation,none_or_unclear|unclear,Medical Education,Western Europe
41093240,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
41093301,2025,Caution,regulation|ethics_bias,none_or_unclear|unclear,Medical Informatics / Digital Health,Latin America / Oceania
41093473,2025,Cautious Optimism,,,Dermatology,North America
41093475,2025,Caution,ethics_bias|regulation|data_privacy,none_or_unclear|unclear,Dermatology,North America
41093476,2025,Cautious Optimism,,,Dermatology,North America
41093478,2025,Cautious Optimism,,,Pathology / Laboratory Medicine,North America
41093479,2025,Cautious Optimism,,,Dermatology,North America
41093480,2025,Cautious Optimism,,,Dermatology,North America
41093481,2025,Cautious Optimism,,,Medical Education,North America
41093483,2025,Caution,regulation|safety_clinical,none_or_unclear|unclear,Dermatology,Western Europe
41093616,2025,Cautious Optimism,,,Internal Medicine / Primary Care,Western Europe
41093628,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
41093629,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
41093836,2025,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
41094286,2026,Cautious Optimism,,,Oncology,East Asia
41094535,2025,Caution,ethics_bias|hallucination|safety_clinical,confabulation|generative,Radiology / Diagnostic Imaging,East Asia
41094642,2025,Caution,regulation|ethics_bias,none_or_unclear|unclear,Medical Informatics / Digital Health,Sub-Saharan Africa
41094888,2025,Cautious Optimism,,,Medical Informatics / Digital Health,North America
41095029,2025,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
41095603,2025,Cautious Optimism,,,Oncology,North America
41095831,2025,Cautious Optimism,,,Medical Informatics / Digital Health,Middle East / North Africa
41095894,2025,Cautious Optimism,,,Internal Medicine / Primary Care,Western Europe
41095953,2025,Cautious Optimism,,,Ophthalmology,North America
41096048,2025,Cautious Optimism,,,Ophthalmology,North America
41096056,2025,Cautious Optimism,,,Obstetrics / Gynecology,Western Europe
41097121,2025,Caution,hallucination|safety_clinical,misclassification|generative,Internal Medicine / Primary Care,East Asia
41097652,2025,Cautious Optimism,,,Oncology,Western Europe
41097723,2025,Cautious Optimism,,,Surgery,East Asia
41097760,2025,Cautious Optimism,,,Pathology / Laboratory Medicine,Western Europe
41097832,2026,Cautious Optimism,,,Surgery,East Asia
41098391,2025,Cautious Optimism,,,Oncology,Western Europe
41098511,2025,Cautious Optimism,,,Internal Medicine / Primary Care,South/Southeast Asia
41098649,2025,Caution,safety_clinical|regulation|hallucination,none_or_unclear|generative,Medical Informatics / Digital Health,Middle East / North Africa
41098709,2025,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
